basin,region,site_name,sample,depth,unique,type,family,family_count,oto_count_total,sed_weight_whole_sample_kg,sed_weight_500_kg
Caribbean,Bocas del Toro,Sweet Bocas Trench 8,AT13-9,.,AT13-9-2,Holocene_bulk,Engraulidae,3,7,0.5,0.0566
Caribbean,Bocas del Toro,Sweet Bocas Trench 8,AT13-9,.,AT13-9-2,Holocene_bulk,Gobiidae,2,7,0.5,0.0566
Caribbean,Bocas del Toro,Sweet Bocas Trench 8,AT13-9,.,AT13-9-2,Holocene_bulk,Sin_identificar,2,7,0.5,0.0566
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-10,.,AT14-10-1,Holocene_bulk,Apogonidae,4,13,0.5584,0.135993
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-10,.,AT14-10-1,Holocene_bulk,Gobiidae,3,13,0.5584,0.135993
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-10,.,AT14-10-1,Holocene_bulk,Labrisomidae,1,13,0.5584,0.135993
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-10,.,AT14-10-1,Holocene_bulk,Sin_identificar,5,13,0.5584,0.135993
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-10,.,AT14-10-2,Holocene_bulk,Apogonidae,3,9,0.5324,0.126992
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-10,.,AT14-10-2,Holocene_bulk,Engraulidae,1,9,0.5324,0.126992
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-10,.,AT14-10-2,Holocene_bulk,Gobiidae,3,9,0.5324,0.126992
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-10,.,AT14-10-2,Holocene_bulk,Sin_identificar,2,9,0.5324,0.126992
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-10,.,AT14-10-3,Holocene_bulk,Apogonidae,1,12,0.5128,0.168592
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-10,.,AT14-10-3,Holocene_bulk,Clupeidae,1,12,0.5128,0.168592
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-10,.,AT14-10-3,Holocene_bulk,Engraulidae,2,12,0.5128,0.168592
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-10,.,AT14-10-3,Holocene_bulk,Gobiidae,5,12,0.5128,0.168592
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-10,.,AT14-10-3,Holocene_bulk,Sin_identificar,3,12,0.5128,0.168592
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-1,modern_bulk,Apogonidae,4,39,0.6604,0.168592
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-1,modern_bulk,Atherinidae,1,39,0.6604,0.168592
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-1,modern_bulk,Atherinidae,1,39,0.6604,0.168592
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-1,modern_bulk,Clupeidae,2,39,0.6604,0.168592
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-1,modern_bulk,Engraulidae,6,39,0.6604,0.168592
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-1,modern_bulk,Gobiidae,18,39,0.6604,0.168592
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-1,modern_bulk,Labridae,1,39,0.6604,0.168592
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-1,modern_bulk,Sin_identificar,6,39,0.6604,0.168592
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-11,.,AT14-11-1,Holocene_bulk,Apogonidae,1,1,0.50105,0.113417
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-11,.,AT14-11-2,Holocene_bulk,.,0,0,0.4543,0.081919
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-11,.,AT14-11-3,Holocene_bulk,Bregmacerotidae,1,4,0.5395,0.0975
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-11,.,AT14-11-3,Holocene_bulk,Gobiidae,3,4,0.5395,0.0975
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-2,modern_bulk,Apogonidae,6,102,0.58385,0.255748
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-2,modern_bulk,Atherinidae,4,102,0.58385,0.255748
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-2,modern_bulk,Atherinidae,12,102,0.58385,0.255748
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-2,modern_bulk,Bregmacerotidae,1,102,0.58385,0.255748
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-2,modern_bulk,Bythitidae,2,102,0.58385,0.255748
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-2,modern_bulk,Clupeidae,1,102,0.58385,0.255748
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-2,modern_bulk,Clupeidae,1,102,0.58385,0.255748
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-2,modern_bulk,Engraulidae,15,102,0.58385,0.255748
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-2,modern_bulk,Gobiidae,36,102,0.58385,0.255748
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-2,modern_bulk,Sin_identificar,24,102,0.58385,0.255748
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-3,modern_bulk,Apogonidae,5,95,0.6843,0.177701
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-3,modern_bulk,Atherinidae,5,95,0.6843,0.177701
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-3,modern_bulk,Atherinidae,9,95,0.6843,0.177701
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-3,modern_bulk,Clupeidae,2,95,0.6843,0.177701
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-3,modern_bulk,Engraulidae,6,95,0.6843,0.177701
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-3,modern_bulk,Gobiidae,55,95,0.6843,0.177701
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-3,modern_bulk,Sin_identificar,13,95,0.6843,0.177701
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-5,modern_bulk,Apogonidae,1,23,0.4014,0.093953
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-5,modern_bulk,Atherinidae,2,23,0.4014,0.093953
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-5,modern_bulk,Atherinidae,3,23,0.4014,0.093953
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-5,modern_bulk,Bythitidae,1,23,0.4014,0.093953
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-5,modern_bulk,Engraulidae,2,23,0.4014,0.093953
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-5,modern_bulk,Gobiidae,7,23,0.4014,0.093953
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-5,modern_bulk,Labrisomidae,1,23,0.4014,0.093953
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-5,modern_bulk,Scaridae,1,23,0.4014,0.093953
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-5,modern_bulk,Sin_identificar,5,23,0.4014,0.093953
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-7,modern_bulk,Apogonidae,5,58,0.6442,0.178184
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-7,modern_bulk,Atherinidae,8,58,0.6442,0.178184
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-7,modern_bulk,Atherinidae,8,58,0.6442,0.178184
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-7,modern_bulk,Bythitidae,1,58,0.6442,0.178184
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-7,modern_bulk,Clupeidae,1,58,0.6442,0.178184
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-7,modern_bulk,Engraulidae,5,58,0.6442,0.178184
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-7,modern_bulk,Gobiidae,19,58,0.6442,0.178184
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-7,modern_bulk,Sin_identificar,11,58,0.6442,0.178184
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-8,modern_bulk,Acanthuridae,1,63,0.6334,0.186586
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-8,modern_bulk,Apogonidae,6,63,0.6334,0.186586
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-8,modern_bulk,Atherinidae,2,63,0.6334,0.186586
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-8,modern_bulk,Atherinidae,3,63,0.6334,0.186586
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-8,modern_bulk,Bregmacerotidae,1,63,0.6334,0.186586
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-8,modern_bulk,Bythitidae,1,63,0.6334,0.186586
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-8,modern_bulk,Clupeidae,2,63,0.6334,0.186586
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-8,modern_bulk,Engraulidae,2,63,0.6334,0.186586
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-8,modern_bulk,Gobiidae,31,63,0.6334,0.186586
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-8,modern_bulk,Serranidae,1,63,0.6334,0.186586
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1,.,AT14-1-8,modern_bulk,Sin_identificar,13,63,0.6334,0.186586
Caribbean,Bocas del Toro,Punta Donato,AT14-2,.,AT14-2-1,modern_bulk,Apogonidae,2,39,0.6472,0.126321
Caribbean,Bocas del Toro,Punta Donato,AT14-2,.,AT14-2-1,modern_bulk,Atherinidae,2,39,0.6472,0.126321
Caribbean,Bocas del Toro,Punta Donato,AT14-2,.,AT14-2-1,modern_bulk,Bregmacerotidae,1,39,0.6472,0.126321
Caribbean,Bocas del Toro,Punta Donato,AT14-2,.,AT14-2-1,modern_bulk,Bythitidae,1,39,0.6472,0.126321
Caribbean,Bocas del Toro,Punta Donato,AT14-2,.,AT14-2-1,modern_bulk,Bythitidae,1,39,0.6472,0.126321
Caribbean,Bocas del Toro,Punta Donato,AT14-2,.,AT14-2-1,modern_bulk,Engraulidae,3,39,0.6472,0.126321
Caribbean,Bocas del Toro,Punta Donato,AT14-2,.,AT14-2-1,modern_bulk,Gobiidae,25,39,0.6472,0.126321
Caribbean,Bocas del Toro,Punta Donato,AT14-2,.,AT14-2-1,modern_bulk,Pomacentridae,1,39,0.6472,0.126321
Caribbean,Bocas del Toro,Punta Donato,AT14-2,.,AT14-2-1,modern_bulk,Sin_identificar,3,39,0.6472,0.126321
Caribbean,Bocas del Toro,Punta Donato,AT14-2,.,AT14-2-2,modern_bulk,Apogonidae,1,17,0.5441,0.085008
Caribbean,Bocas del Toro,Punta Donato,AT14-2,.,AT14-2-2,modern_bulk,Atherinidae,1,17,0.5441,0.085008
Caribbean,Bocas del Toro,Punta Donato,AT14-2,.,AT14-2-2,modern_bulk,Engraulidae,1,17,0.5441,0.085008
Caribbean,Bocas del Toro,Punta Donato,AT14-2,.,AT14-2-2,modern_bulk,Gobiidae,12,17,0.5441,0.085008
Caribbean,Bocas del Toro,Punta Donato,AT14-2,.,AT14-2-2,modern_bulk,Sin_identificar,2,17,0.5441,0.085008
Caribbean,Bocas del Toro,Punta Donato,AT14-2,.,AT14-2-4,modern_bulk,Atherinidae,2,30,0.5598,0.074169
Caribbean,Bocas del Toro,Punta Donato,AT14-2,.,AT14-2-4,modern_bulk,Atherinidae,1,30,0.5598,0.074169
Caribbean,Bocas del Toro,Punta Donato,AT14-2,.,AT14-2-4,modern_bulk,Engraulidae,1,30,0.5598,0.074169
Caribbean,Bocas del Toro,Punta Donato,AT14-2,.,AT14-2-4,modern_bulk,Gobiidae,19,30,0.5598,0.074169
Caribbean,Bocas del Toro,Punta Donato,AT14-2,.,AT14-2-4,modern_bulk,Haemulidae,1,30,0.5598,0.074169
Caribbean,Bocas del Toro,Punta Donato,AT14-2,.,AT14-2-4,modern_bulk,Sin_identificar,6,30,0.5598,0.074169
Caribbean,Bocas del Toro,Punta Donato,AT14-2,.,AT14-2-5,modern_bulk,Apogonidae,2,28,0.6014,0.121947
Caribbean,Bocas del Toro,Punta Donato,AT14-2,.,AT14-2-5,modern_bulk,Bregmacerotidae,2,28,0.6014,0.121947
Caribbean,Bocas del Toro,Punta Donato,AT14-2,.,AT14-2-5,modern_bulk,Clupeidae,1,28,0.6014,0.121947
Caribbean,Bocas del Toro,Punta Donato,AT14-2,.,AT14-2-5,modern_bulk,Gobiidae,18,28,0.6014,0.121947
Caribbean,Bocas del Toro,Punta Donato,AT14-2,.,AT14-2-5,modern_bulk,Serranidae,1,28,0.6014,0.121947
Caribbean,Bocas del Toro,Punta Donato,AT14-2,.,AT14-2-5,modern_bulk,Sin_identificar,4,28,0.6014,0.121947
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-1,modern_bulk,Apogonidae,3,23,0.5189,0.193504
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-1,modern_bulk,Bythitidae,2,23,0.5189,0.193504
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-1,modern_bulk,Clupeidae,1,23,0.5189,0.193504
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-1,modern_bulk,Gobiidae,13,23,0.5189,0.193504
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-1,modern_bulk,Haemulidae,1,23,0.5189,0.193504
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-1,modern_bulk,Scaridae,1,23,0.5189,0.193504
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-1,modern_bulk,Sin_identificar,2,23,0.5189,0.193504
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-2,modern_bulk,Apogonidae,1,7,0.4314,0.078406
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-2,modern_bulk,Atherinopsidae,1,7,0.4314,0.078406
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-2,modern_bulk,Engraulidae,1,7,0.4314,0.078406
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-2,modern_bulk,Gobiidae,3,7,0.4314,0.078406
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-2,modern_bulk,Scaridae,1,7,0.4314,0.078406
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-3,modern_bulk,Apogonidae,5,34,0.5768,0.195697
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-3,modern_bulk,Atherinidae,3,34,0.5768,0.195697
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-3,modern_bulk,Atherinidae,2,34,0.5768,0.195697
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-3,modern_bulk,Batrachoididae,1,34,0.5768,0.195697
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-3,modern_bulk,Bythitidae,3,34,0.5768,0.195697
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-3,modern_bulk,Clupeidae,1,34,0.5768,0.195697
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-3,modern_bulk,Gobiidae,16,34,0.5768,0.195697
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-3,modern_bulk,Serranidae,1,34,0.5768,0.195697
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-3,modern_bulk,Sin_identificar,2,34,0.5768,0.195697
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-4,modern_bulk,Apogonidae,1,27,0.625,0.207246
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-4,modern_bulk,Atherinidae,3,27,0.625,0.207246
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-4,modern_bulk,Engraulidae,3,27,0.625,0.207246
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-4,modern_bulk,Gerreidae,2,27,0.625,0.207246
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-4,modern_bulk,Gobiidae,14,27,0.625,0.207246
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-4,modern_bulk,Labridae,1,27,0.625,0.207246
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-4,modern_bulk,Sin_identificar,3,27,0.625,0.207246
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-5,modern_bulk,Apogonidae,2,60,0.6827,0.279638
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-5,modern_bulk,Atherinidae,2,60,0.6827,0.279638
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-5,modern_bulk,Atherinidae,1,60,0.6827,0.279638
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-5,modern_bulk,Bythitidae,1,60,0.6827,0.279638
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-5,modern_bulk,Clupeidae,4,60,0.6827,0.279638
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-5,modern_bulk,Engraulidae,2,60,0.6827,0.279638
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-5,modern_bulk,Gobiidae,33,60,0.6827,0.279638
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-5,modern_bulk,Scorpaenidae,1,60,0.6827,0.279638
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-5,modern_bulk,Sin_identificar,14,60,0.6827,0.279638
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-6,modern_bulk,Apogonidae,2,40,0.6877,0.31401
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-6,modern_bulk,Atherinidae,2,40,0.6877,0.31401
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-6,modern_bulk,Batrachoididae,1,40,0.6877,0.31401
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-6,modern_bulk,Batrachoididae,1,40,0.6877,0.31401
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-6,modern_bulk,Bythitidae,1,40,0.6877,0.31401
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-6,modern_bulk,Engraulidae,2,40,0.6877,0.31401
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-6,modern_bulk,Gobiidae,24,40,0.6877,0.31401
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-6,modern_bulk,Scaridae,1,40,0.6877,0.31401
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-6,modern_bulk,Serranidae,1,40,0.6877,0.31401
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3,.,AT14-3-6,modern_bulk,Sin_identificar,5,40,0.6877,0.31401
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-1,modern_bulk,Apogonidae,3,31,0.4467,0.131869
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-1,modern_bulk,Atherinidae,2,31,0.4467,0.131869
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-1,modern_bulk,Batrachoididae,1,31,0.4467,0.131869
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-1,modern_bulk,Bythitidae,1,31,0.4467,0.131869
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-1,modern_bulk,Clupeidae,1,31,0.4467,0.131869
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-1,modern_bulk,Engraulidae,2,31,0.4467,0.131869
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-1,modern_bulk,Gobiidae,9,31,0.4467,0.131869
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-1,modern_bulk,Labridae,2,31,0.4467,0.131869
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-1,modern_bulk,Serranidae,1,31,0.4467,0.131869
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-1,modern_bulk,Sin_identificar,9,31,0.4467,0.131869
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-2,modern_bulk,Apogonidae,2,35,0.535,0.13061
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-2,modern_bulk,Atherinidae,2,35,0.535,0.13061
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-2,modern_bulk,Bregmacerotidae,1,35,0.535,0.13061
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-2,modern_bulk,Clupeidae,5,35,0.535,0.13061
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-2,modern_bulk,Engraulidae,1,35,0.535,0.13061
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-2,modern_bulk,Gerreidae,1,35,0.535,0.13061
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-2,modern_bulk,Gobiidae,16,35,0.535,0.13061
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-2,modern_bulk,Pomacentridae,1,35,0.535,0.13061
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-2,modern_bulk,Sin_identificar,6,35,0.535,0.13061
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-3,modern_bulk,Apogonidae,6,56,0.604,0.181854
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-3,modern_bulk,Atherinidae,3,56,0.604,0.181854
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-3,modern_bulk,Bythitidae,3,56,0.604,0.181854
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-3,modern_bulk,Clupeidae,2,56,0.604,0.181854
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-3,modern_bulk,Clupeidae,1,56,0.604,0.181854
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-3,modern_bulk,Engraulidae,6,56,0.604,0.181854
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-3,modern_bulk,Gerreidae,1,56,0.604,0.181854
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-3,modern_bulk,Gobiidae,20,56,0.604,0.181854
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-3,modern_bulk,Synodontidae,1,56,0.604,0.181854
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-3,modern_bulk,Sin_identificar,13,56,0.604,0.181854
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-4,modern_bulk,Apogonidae,7,61,0.5557,0.175348
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-4,modern_bulk,Atherinidae,4,61,0.5557,0.175348
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-4,modern_bulk,Atherinidae,1,61,0.5557,0.175348
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-4,modern_bulk,Batrachoididae,1,61,0.5557,0.175348
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-4,modern_bulk,Bregmacerotidae,1,61,0.5557,0.175348
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-4,modern_bulk,Bythitidae,3,61,0.5557,0.175348
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-4,modern_bulk,Clupeidae,3,61,0.5557,0.175348
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-4,modern_bulk,Engraulidae,5,61,0.5557,0.175348
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-4,modern_bulk,Gobiidae,21,61,0.5557,0.175348
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-4,modern_bulk,Labrisomidae,1,61,0.5557,0.175348
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-4,modern_bulk,Sin_identificar,14,61,0.5557,0.175348
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-5,modern_bulk,Apogonidae,2,44,0.5742,0.151667
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-5,modern_bulk,Atherinidae,1,44,0.5742,0.151667
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-5,modern_bulk,Bythitidae,1,44,0.5742,0.151667
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-5,modern_bulk,Clupeidae,1,44,0.5742,0.151667
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-5,modern_bulk,Engraulidae,3,44,0.5742,0.151667
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-5,modern_bulk,Gobiidae,16,44,0.5742,0.151667
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-5,modern_bulk,Labridae,1,44,0.5742,0.151667
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-5,modern_bulk,Sin_identificar,19,44,0.5742,0.151667
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-6,modern_bulk,Apogonidae,2,37,0.5891,0.162548
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-6,modern_bulk,Atherinidae,5,37,0.5891,0.162548
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-6,modern_bulk,Bythitidae,1,37,0.5891,0.162548
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-6,modern_bulk,Clupeidae,1,37,0.5891,0.162548
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-6,modern_bulk,Clupeidae,2,37,0.5891,0.162548
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-6,modern_bulk,Engraulidae,2,37,0.5891,0.162548
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-6,modern_bulk,Gobiidae,16,37,0.5891,0.162548
Caribbean,Bocas del Toro,Airport Point,AT14-4,.,AT14-4-6,modern_bulk,Sin_identificar,8,37,0.5891,0.162548
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-5,.,AT14-5-1,Holocene_bulk,Pomacentridae,1,1,0.5442,0.100525
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-5,.,AT14-5-2,Holocene_bulk,Apogonidae,1,3,0.4309,0.073918
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-5,.,AT14-5-2,Holocene_bulk,Engraulidae,1,3,0.4309,0.073918
